NOSE_x,NOSE_y,NOSE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,class_name,class_no
601.0,858.0,0.334437757730484,666.0,884.0,0.30184513330459595,670.0,886.0,0.17204836010932922,601.0,943.0,0.4572414457798004,575.0,915.0,0.4570125639438629,434.0,818.0,0.28353023529052734,454.0,846.0,0.20359118282794952,428.0,866.0,0.19229495525360107,456.0,853.0,0.1743323653936386,207.0,943.0,0.5201400518417358,209.0,909.0,0.6075096130371094,start,0
1.0,1596.0,0.2316935658454895,-2.0,1695.0,0.29787781834602356,-19.0,1718.0,0.2678261697292328,158.0,1752.0,0.410762757062912,108.0,1827.0,0.49007874727249146,453.0,1567.0,0.5258842706680298,440.0,1570.0,0.5707532167434692,333.0,1397.0,0.4509185254573822,327.0,1397.0,0.4586440324783325,843.0,1764.0,0.38727104663848877,853.0,1808.0,0.4436458647251129,start,0
2.0,1646.0,0.2854609191417694,9.0,1702.0,0.2874598205089569,-15.0,1751.0,0.1840193122625351,160.0,1752.0,0.36992377042770386,103.0,1839.0,0.4370255470275879,447.0,1580.0,0.4657679796218872,432.0,1590.0,0.4977806806564331,309.0,1424.0,0.3425182104110718,302.0,1430.0,0.48137322068214417,835.0,1755.0,0.46716469526290894,846.0,1809.0,0.3607466220855713,start,0
32.0,1657.0,0.35234513878822327,47.0,1708.0,0.3064902722835541,14.0,1784.0,0.3646690547466278,226.0,1747.0,0.22089233994483948,182.0,1835.0,0.34953561425209045,566.0,1695.0,0.33829814195632935,573.0,1686.0,0.37917208671569824,453.0,1516.0,0.509906530380249,460.0,1517.0,0.6739828586578369,870.0,1709.0,0.36784470081329346,897.0,1806.0,0.5431161522865295,start,0
681.0,418.0,0.46025776863098145,706.0,505.0,0.6745198965072632,702.0,498.0,0.5129221677780151,613.0,519.0,0.5627179741859436,578.0,480.0,0.571523129940033,386.0,375.0,0.6277521848678589,387.0,379.0,0.5705288648605347,522.0,394.0,0.5241820812225342,526.0,395.0,0.4036538004875183,152.0,524.0,0.7627206444740295,172.0,469.0,0.7508952617645264,start,0
689.0,435.0,0.5472756624221802,711.0,520.0,0.646347165107727,711.0,512.0,0.5566969513893127,626.0,520.0,0.5167833566665649,600.0,500.0,0.5433406829833984,412.0,347.0,0.6655698418617249,480.0,473.0,0.16773207485675812,533.0,404.0,0.3329554796218872,542.0,414.0,0.36430320143699646,150.0,523.0,0.715692400932312,167.0,477.0,0.6664227247238159,start,0
2.0,1646.0,0.2854609191417694,9.0,1702.0,0.2874598205089569,-15.0,1751.0,0.1840193122625351,160.0,1752.0,0.36992377042770386,103.0,1839.0,0.4370255470275879,447.0,1580.0,0.4657679796218872,432.0,1590.0,0.4977806806564331,309.0,1424.0,0.3425182104110718,302.0,1430.0,0.48137322068214417,835.0,1755.0,0.46716469526290894,846.0,1809.0,0.3607466220855713,start,0
1.0,1596.0,0.2316935658454895,-2.0,1695.0,0.29787781834602356,-19.0,1718.0,0.2678261697292328,158.0,1752.0,0.410762757062912,108.0,1827.0,0.49007874727249146,453.0,1567.0,0.5258842706680298,440.0,1570.0,0.5707532167434692,333.0,1397.0,0.4509185254573822,327.0,1397.0,0.4586440324783325,843.0,1764.0,0.38727104663848877,853.0,1808.0,0.4436458647251129,start,0
701.0,472.0,0.16139879822731018,709.0,534.0,0.5382883548736572,714.0,528.0,0.5416642427444458,641.0,550.0,0.7187973260879517,618.0,504.0,0.5422574281692505,495.0,363.0,0.5851832628250122,499.0,356.0,0.5640873908996582,654.0,286.0,0.43280747532844543,653.0,276.0,0.5859147310256958,158.0,532.0,0.7523672580718994,180.0,470.0,0.7554115653038025,start,0
1322.0,1582.0,0.5836690664291382,1374.0,1722.0,0.4629795551300049,1385.0,1717.0,0.681614875793457,1258.0,1753.0,0.6993768215179443,1200.0,1709.0,0.6237325668334961,889.0,1545.0,0.5019458532333374,883.0,1557.0,0.6495970487594604,1084.0,1396.0,0.5219732522964478,1069.0,1395.0,0.6682260632514954,529.0,1745.0,0.7284168004989624,536.0,1696.0,0.6869085431098938,start,0
195.0,685.0,0.5940133333206177,163.0,744.0,0.7393617630004883,153.0,749.0,0.6726394891738892,240.0,767.0,0.6761420965194702,214.0,785.0,0.5075449347496033,312.0,770.0,0.21758757531642914,401.0,703.0,0.36248448491096497,304.0,700.0,0.5577343702316284,303.0,697.0,0.482042521238327,558.0,812.0,0.7422434687614441,563.0,799.0,0.4625966250896454,start,0
192.0,678.0,0.6175401210784912,167.0,738.0,0.6423693895339966,158.0,745.0,0.7930232286453247,242.0,754.0,0.7157396674156189,220.0,775.0,0.4104344844818115,317.0,774.0,0.1435222029685974,417.0,722.0,0.3489660620689392,319.0,692.0,0.48243460059165955,314.0,691.0,0.5333082675933838,554.0,809.0,0.7250392436981201,570.0,789.0,0.5196221470832825,start,0
1335.0,1567.0,0.6257714629173279,1382.0,1718.0,0.6473783254623413,1383.0,1708.0,0.6565606594085693,1269.0,1746.0,0.8646014332771301,1204.0,1692.0,0.5898655652999878,879.0,1608.0,0.6341753005981445,866.0,1601.0,0.7706075310707092,1044.0,1416.0,0.556864857673645,1020.0,1415.0,0.6673399209976196,527.0,1740.0,0.7251836657524109,536.0,1684.0,0.7795248031616211,start,0
1344.0,1587.0,0.6329916715621948,1377.0,1732.0,0.7603007555007935,1384.0,1724.0,0.7173166275024414,1273.0,1759.0,0.7828916311264038,1205.0,1701.0,0.6399466395378113,970.0,1490.0,0.4320371150970459,947.0,1486.0,0.7372082471847534,1134.0,1341.0,0.7021057605743408,1136.0,1329.0,0.4650685787200928,527.0,1763.0,0.7958112955093384,535.0,1694.0,0.6773110628128052,start,0
143.0,729.0,0.6733810901641846,129.0,796.0,0.7273139953613281,124.0,804.0,0.8225101828575134,207.0,787.0,0.6788735389709473,198.0,806.0,0.6922082304954529,367.0,726.0,0.40857312083244324,365.0,725.0,0.6045438051223755,302.0,630.0,0.5516116619110107,305.0,629.0,0.7461442947387695,525.0,791.0,0.746974527835846,533.0,802.0,0.711780309677124,start,0
1279.0,1509.0,0.6930890083312988,1362.0,1650.0,0.7857359051704407,1354.0,1634.0,0.7320570945739746,1268.0,1753.0,0.8004544973373413,1170.0,1656.0,0.7087030410766602,874.0,1609.0,0.6115182042121887,854.0,1610.0,0.5932379961013794,978.0,1373.0,0.6203380823135376,966.0,1364.0,0.5230295062065125,534.0,1757.0,0.7819606065750122,537.0,1707.0,0.7323944568634033,start,0
595.0,853.0,0.3331179916858673,654.0,906.0,0.4563681483268738,660.0,906.0,0.3177127540111542,585.0,941.0,0.4946119785308838,555.0,917.0,0.5447827577590942,421.0,855.0,0.19837938249111176,435.0,840.0,0.2751995623111725,433.0,855.0,0.1614276021718979,482.0,835.0,0.1485457569360733,197.0,948.0,0.6374037265777588,207.0,914.0,0.6506005525588989,start,0
1390.0,1678.0,0.40910103917121887,1416.0,1827.0,0.4212307631969452,1412.0,1743.0,0.5135191679000854,1257.0,1753.0,0.6907234191894531,1211.0,1715.0,0.6894201040267944,876.0,1607.0,0.6253937482833862,882.0,1613.0,0.6034256219863892,1057.0,1454.0,0.5832128524780273,1056.0,1463.0,0.533556342124939,545.0,1759.0,0.6474311351776123,555.0,1708.0,0.6567473411560059,start,0
200.0,711.0,0.5207054615020752,159.0,752.0,0.4756043255329132,175.0,734.0,0.548606812953949,212.0,801.0,0.7277894616127014,237.0,784.0,0.4216054677963257,280.0,793.0,0.15921634435653687,415.0,719.0,0.4095648527145386,313.0,702.0,0.43905025720596313,314.0,696.0,0.7031123638153076,544.0,820.0,0.6236124038696289,562.0,798.0,0.4011346995830536,start,0
631.0,351.0,0.5538876056671143,681.0,428.0,0.5442745089530945,680.0,425.0,0.5033969879150391,583.0,473.0,0.6571056842803955,579.0,473.0,0.581902027130127,333.0,420.0,0.778574526309967,441.0,475.0,0.20220966637134552,462.0,386.0,0.5426363945007324,468.0,389.0,0.35950955748558044,161.0,509.0,0.6376071572303772,179.0,476.0,0.6619635820388794,start,0
60.0,1649.0,0.3758869469165802,27.0,1753.0,0.492214560508728,4.0,1783.0,0.5462597608566284,182.0,1753.0,0.512455940246582,133.0,1809.0,0.6107724905014038,458.0,1546.0,0.594487190246582,469.0,1554.0,0.4492500126361847,328.0,1423.0,0.4932314455509186,324.0,1421.0,0.7088613510131836,865.0,1734.0,0.48083046078681946,887.0,1818.0,0.6399359703063965,start,0
616.0,840.0,0.30287420749664307,681.0,898.0,0.2940147817134857,688.0,892.0,0.19427046179771423,596.0,948.0,0.6674823760986328,575.0,912.0,0.5066201686859131,438.0,827.0,0.16702014207839966,445.0,814.0,0.23976053297519684,452.0,836.0,0.13482554256916046,480.0,820.0,0.18130917847156525,202.0,935.0,0.6173785924911499,211.0,902.0,0.572151780128479,start,0
32.0,1657.0,0.35234513878822327,47.0,1708.0,0.3064902722835541,14.0,1784.0,0.3646690547466278,226.0,1747.0,0.22089233994483948,182.0,1835.0,0.34953561425209045,566.0,1695.0,0.33829814195632935,573.0,1686.0,0.37917208671569824,453.0,1516.0,0.509906530380249,460.0,1517.0,0.6739828586578369,870.0,1709.0,0.36784470081329346,897.0,1806.0,0.5431161522865295,start,0
172.0,706.0,0.5556047558784485,153.0,774.0,0.690940260887146,146.0,784.0,0.6865634322166443,231.0,779.0,0.6631556749343872,224.0,796.0,0.5122238397598267,278.0,737.0,0.15575863420963287,387.0,680.0,0.4683440029621124,274.0,705.0,0.5351213216781616,289.0,690.0,0.4948740005493164,545.0,804.0,0.6749929189682007,560.0,794.0,0.5423743724822998,start,0
1344.0,1587.0,0.6329916715621948,1377.0,1732.0,0.7603007555007935,1384.0,1724.0,0.7173166275024414,1273.0,1759.0,0.7828916311264038,1205.0,1701.0,0.6399466395378113,970.0,1490.0,0.4320371150970459,947.0,1486.0,0.7372082471847534,1134.0,1341.0,0.7021057605743408,1136.0,1329.0,0.4650685787200928,527.0,1763.0,0.7958112955093384,535.0,1694.0,0.6773110628128052,start,0
685.0,443.0,0.4720613956451416,710.0,529.0,0.6079506874084473,707.0,521.0,0.4323980510234833,615.0,527.0,0.5339053869247437,596.0,500.0,0.5261417031288147,387.0,376.0,0.6198097467422485,480.0,466.0,0.1582208275794983,527.0,394.0,0.6179029941558838,529.0,395.0,0.510545015335083,151.0,535.0,0.7317211627960205,167.0,494.0,0.666467547416687,start,0
699.0,443.0,0.21335770189762115,715.0,510.0,0.38627055287361145,715.0,501.0,0.39289599657058716,629.0,537.0,0.5755094885826111,605.0,501.0,0.7127179503440857,373.0,451.0,0.6880697011947632,372.0,449.0,0.539126992225647,445.0,278.0,0.5409328937530518,439.0,280.0,0.543643593788147,171.0,519.0,0.5508594512939453,191.0,473.0,0.7309210300445557,start,0
1390.0,1678.0,0.40910103917121887,1416.0,1827.0,0.4212307631969452,1412.0,1743.0,0.5135191679000854,1257.0,1753.0,0.6907234191894531,1211.0,1715.0,0.6894201040267944,876.0,1607.0,0.6253937482833862,882.0,1613.0,0.6034256219863892,1057.0,1454.0,0.5832128524780273,1056.0,1463.0,0.533556342124939,545.0,1759.0,0.6474311351776123,555.0,1708.0,0.6567473411560059,start,0
696.0,435.0,0.37363970279693604,707.0,518.0,0.6437066793441772,706.0,512.0,0.5664764642715454,616.0,516.0,0.6035966873168945,589.0,492.0,0.552849531173706,388.0,396.0,0.6348602175712585,388.0,401.0,0.48062050342559814,523.0,396.0,0.5765050649642944,524.0,394.0,0.4017327129840851,151.0,519.0,0.750593900680542,168.0,481.0,0.7062175273895264,start,0
645.0,1174.0,0.6592419147491455,570.0,1193.0,0.17946092784404755,533.0,1217.0,0.534091591835022,513.0,1367.0,0.3713545501232147,602.0,1308.0,0.27830028533935547,725.0,1316.0,0.14732350409030914,858.0,1153.0,0.20385488867759705,734.0,1278.0,0.053100649267435074,935.0,973.0,0.4619412422180176,816.0,1780.0,0.3643852770328522,848.0,1833.0,0.36889562010765076,end,1
425.0,562.0,0.6367192268371582,372.0,558.0,0.7956545948982239,372.0,561.0,0.8438899517059326,364.0,627.0,0.7231861352920532,383.0,614.0,0.7796493768692017,518.0,730.0,0.46677911281585693,526.0,731.0,0.426135778427124,504.0,688.0,0.21381549537181854,526.0,698.0,0.26708176732063293,553.0,827.0,0.6485322713851929,566.0,807.0,0.6541607975959778,end,1
309.0,198.0,0.6238783597946167,404.0,206.0,0.7590067982673645,400.0,205.0,0.7031514644622803,392.0,296.0,0.5887879133224487,406.0,289.0,0.6078529357910156,163.0,414.0,0.8593530654907227,268.0,363.0,0.13648083806037903,154.0,393.0,0.16228601336479187,215.0,359.0,0.152671217918396,156.0,547.0,0.6185518503189087,163.0,521.0,0.5167403817176819,end,1
166.0,706.0,0.5645162463188171,134.0,772.0,0.715061604976654,131.0,780.0,0.6724556684494019,210.0,782.0,0.7595307230949402,192.0,801.0,0.6362616419792175,367.0,730.0,0.4791935682296753,368.0,720.0,0.4586118161678314,328.0,613.0,0.41483837366104126,332.0,612.0,0.6322386264801025,524.0,790.0,0.7056891918182373,535.0,799.0,0.6448736190795898,end,1
427.0,510.0,0.497195839881897,385.0,520.0,0.4932951331138611,415.0,503.0,0.5655300617218018,368.0,578.0,0.571456253528595,450.0,540.0,0.5079573392868042,402.0,626.0,0.08789069950580597,583.0,518.0,0.40123477578163147,454.0,562.0,0.04173334315419197,602.0,444.0,0.70892733335495,476.0,830.0,0.5845382213592529,519.0,819.0,0.2623310387134552,end,1
319.0,208.0,0.6467915773391724,406.0,212.0,0.7916227579116821,406.0,214.0,0.5722128748893738,391.0,300.0,0.5855818390846252,433.0,294.0,0.5456455945968628,148.0,402.0,0.8064707517623901,169.0,393.0,0.47574713826179504,236.0,321.0,0.21703122556209564,239.0,319.0,0.3339364230632782,144.0,540.0,0.6393144130706787,180.0,507.0,0.5096022486686707,end,1
598.0,1266.0,0.7346183657646179,478.0,1285.0,0.8505018353462219,467.0,1284.0,0.875315248966217,473.0,1437.0,0.6847540140151978,531.0,1391.0,0.6223987936973572,674.0,1391.0,0.12827889621257782,809.0,1203.0,0.8223124742507935,686.0,1348.0,0.07272899150848389,860.0,1027.0,0.8739453554153442,942.0,1756.0,0.5544350147247314,953.0,1833.0,0.8167272210121155,end,1
672.0,1242.0,0.5427790880203247,568.0,1234.0,0.6447374820709229,537.0,1243.0,0.7797427177429199,532.0,1349.0,0.7267820835113525,584.0,1314.0,0.6312386393547058,576.0,1413.0,0.13492131233215332,855.0,1201.0,0.7849653363227844,668.0,1324.0,0.1830761730670929,937.0,1042.0,0.8392425775527954,895.0,1765.0,0.788562536239624,902.0,1840.0,0.7110888361930847,end,1
385.0,204.0,0.45231297612190247,466.0,201.0,0.6341948509216309,466.0,207.0,0.6516504287719727,383.0,237.0,0.6048794984817505,499.0,343.0,0.8015072345733643,208.0,153.0,0.7482502460479736,517.0,363.0,0.43637752532958984,136.0,19.0,0.5689359307289124,441.0,306.0,0.2158655822277069,145.0,480.0,0.673910915851593,154.0,511.0,0.690318763256073,end,1
598.0,1266.0,0.7346183657646179,478.0,1285.0,0.8505018353462219,467.0,1284.0,0.875315248966217,473.0,1437.0,0.6847540140151978,531.0,1391.0,0.6223987936973572,674.0,1391.0,0.12827889621257782,809.0,1203.0,0.8223124742507935,686.0,1348.0,0.07272899150848389,860.0,1027.0,0.8739453554153442,942.0,1756.0,0.5544350147247314,953.0,1833.0,0.8167272210121155,end,1
602.0,1255.0,0.5101405382156372,482.0,1288.0,0.7230231761932373,472.0,1296.0,0.7700659036636353,495.0,1410.0,0.7346181869506836,535.0,1389.0,0.6032097935676575,814.0,1203.0,0.404816210269928,830.0,1205.0,0.5893620848655701,885.0,1034.0,0.22178439795970917,901.0,1018.0,0.7720935344696045,956.0,1771.0,0.7954524159431458,957.0,1845.0,0.8447992205619812,end,1
671.0,441.0,0.5795190334320068,682.0,530.0,0.637147068977356,683.0,524.0,0.6881427764892578,610.0,538.0,0.5123722553253174,573.0,508.0,0.5623373985290527,368.0,449.0,0.4870624542236328,361.0,458.0,0.5827807188034058,477.0,391.0,0.6111902594566345,475.0,399.0,0.186751127243042,143.0,507.0,0.6814388036727905,152.0,484.0,0.693099856376648,end,1
199.0,693.0,0.6392321586608887,163.0,750.0,0.6269122362136841,155.0,756.0,0.7826904058456421,239.0,768.0,0.6918224692344666,216.0,785.0,0.5689976215362549,298.0,763.0,0.16195206344127655,394.0,697.0,0.437033474445343,285.0,706.0,0.5763908624649048,287.0,700.0,0.44758543372154236,543.0,796.0,0.6568284034729004,563.0,796.0,0.5027880668640137,end,1
704.0,458.0,0.2156805843114853,717.0,537.0,0.5078170299530029,717.0,531.0,0.5245299339294434,645.0,552.0,0.5331194996833801,613.0,510.0,0.5080056190490723,411.0,407.0,0.7328302264213562,404.0,406.0,0.5565500259399414,522.0,274.0,0.5302767753601074,518.0,272.0,0.6295074224472046,163.0,522.0,0.6161775588989258,179.0,483.0,0.7334554195404053,end,1
655.0,402.0,0.5321242213249207,701.0,488.0,0.6922087669372559,693.0,475.0,0.5076216459274292,608.0,524.0,0.6835321187973022,572.0,479.0,0.5326637029647827,380.0,375.0,0.5866449475288391,377.0,378.0,0.46043825149536133,527.0,396.0,0.4207618832588196,532.0,397.0,0.3139817416667938,150.0,536.0,0.7634403705596924,170.0,470.0,0.7254509925842285,end,1
680.0,426.0,0.4350604712963104,708.0,510.0,0.4245341420173645,706.0,503.0,0.517633318901062,609.0,515.0,0.5418109893798828,586.0,489.0,0.42579346895217896,382.0,375.0,0.6315227746963501,381.0,380.0,0.5113034248352051,518.0,386.0,0.6406927108764648,520.0,387.0,0.4833734631538391,149.0,518.0,0.733971118927002,172.0,479.0,0.5595178604125977,end,1
295.0,188.0,0.6593931913375854,389.0,196.0,0.6840095520019531,387.0,193.0,0.6917886137962341,360.0,293.0,0.6522185802459717,400.0,280.0,0.43456605076789856,140.0,400.0,0.849523663520813,272.0,350.0,0.10174345970153809,225.0,300.0,0.20307627320289612,239.0,293.0,0.4110191762447357,203.0,555.0,0.5963088870048523,232.0,524.0,0.3955179750919342,end,1
166.0,704.0,0.42376255989074707,146.0,770.0,0.7326416969299316,142.0,779.0,0.6969898343086243,230.0,777.0,0.6372363567352295,223.0,794.0,0.5034071803092957,277.0,740.0,0.16796840727329254,394.0,683.0,0.3742775321006775,271.0,706.0,0.5293983221054077,296.0,693.0,0.29386916756629944,544.0,808.0,0.6947406530380249,559.0,800.0,0.5599242448806763,end,1
604.0,864.0,0.27302080392837524,667.0,896.0,0.2615906298160553,662.0,898.0,0.09250043332576752,585.0,921.0,0.4160022735595703,570.0,912.0,0.48674026131629944,461.0,829.0,0.2146771401166916,461.0,844.0,0.2485213577747345,462.0,859.0,0.21156851947307587,477.0,856.0,0.16722531616687775,208.0,945.0,0.5445939302444458,209.0,915.0,0.6698181629180908,end,1
326.0,215.0,0.6430494785308838,417.0,228.0,0.6803799867630005,415.0,227.0,0.6003741025924683,401.0,304.0,0.6665348410606384,441.0,308.0,0.55968177318573,148.0,399.0,0.8076721429824829,281.0,343.0,0.10471010953187943,227.0,333.0,0.11641960591077805,255.0,331.0,0.2566923201084137,144.0,528.0,0.5748758316040039,153.0,503.0,0.47310101985931396,end,1
678.0,1212.0,0.6625717878341675,589.0,1208.0,0.2196008712053299,575.0,1213.0,0.5195639133453369,498.0,1365.0,0.5906182527542114,595.0,1317.0,0.3589900732040405,741.0,1313.0,0.1520920991897583,870.0,1168.0,0.3532799780368805,775.0,1234.0,0.04411124810576439,951.0,1008.0,0.5686352849006653,811.0,1761.0,0.36036184430122375,864.0,1826.0,0.4623028039932251,end,1
621.0,866.0,0.5532454252243042,632.0,956.0,0.541347861289978,642.0,942.0,0.5089980959892273,558.0,958.0,0.6415131092071533,548.0,923.0,0.7062287330627441,351.0,963.0,0.5560184717178345,398.0,885.0,0.23301294445991516,420.0,858.0,0.3450760841369629,422.0,859.0,0.1979951113462448,193.0,939.0,0.6453544497489929,215.0,887.0,0.6046667098999023,end,1
314.0,206.0,0.6000452637672424,409.0,209.0,0.7055209875106812,406.0,209.0,0.5597413182258606,377.0,296.0,0.5451124906539917,446.0,299.0,0.5383447408676147,151.0,404.0,0.7774487733840942,287.0,366.0,0.11139680445194244,242.0,319.0,0.3024860918521881,250.0,316.0,0.2651718556880951,145.0,532.0,0.5907560586929321,238.0,508.0,0.17130909860134125,end,1
455.0,678.0,0.27371370792388916,471.0,707.0,0.3681798279285431,444.0,683.0,0.31492358446121216,480.0,775.0,0.53661048412323,347.0,712.0,0.6869710683822632,528.0,802.0,0.43001192808151245,299.0,697.0,0.2796303927898407,424.0,861.0,0.761576235294342,300.0,734.0,0.30726170539855957,226.0,931.0,0.7287811040878296,207.0,883.0,0.6955592632293701,end,1
710.0,467.0,0.15416735410690308,723.0,533.0,0.3670480251312256,722.0,525.0,0.3278353810310364,642.0,554.0,0.42791688442230225,613.0,517.0,0.505451500415802,416.0,391.0,0.6230603456497192,413.0,389.0,0.47761020064353943,515.0,261.0,0.47894003987312317,511.0,257.0,0.7513167262077332,166.0,524.0,0.6789125204086304,192.0,478.0,0.7073326706886292,end,1
633.0,381.0,0.6187676787376404,687.0,453.0,0.6930338144302368,683.0,451.0,0.647578775882721,592.0,514.0,0.613205075263977,576.0,484.0,0.5163499116897583,348.0,406.0,0.6677844524383545,453.0,461.0,0.17198523879051208,482.0,390.0,0.5304542779922485,489.0,391.0,0.3250555694103241,159.0,516.0,0.605526328086853,177.0,489.0,0.5917213559150696,end,1
